Hãng_Mẫu,Năm_SX,Giá_Triệu,Địa_Điểm,Chuỗi_Gốc,Số_KM
Toyota Camry,2022.0,1145,TP HCM,Ban xe oto cu Toyota Camry 2022 2.5Q gia 1 Tỷ 145 Triệu - TP HCM,54000.0
LandRover Range Rover,2019.0,4699,Hà Nội,Ban xe oto cu LandRover Range Rover 2019 HSE 3.0 V6 gia 4 Tỷ 699 Triệu - Hà Nội,60000.0
Toyota Corolla altis,2018.0,490,Quảng Ninh,Ban xe oto cu Toyota Corolla altis 2018 1.8G AT gia 490 Triệu - Quảng Ninh,80000.0
Mini Cooper,2024.0,1879,Hà Nội,Ban xe oto cu Mini Cooper 2024 S 3 Door gia 1 Tỷ 879 Triệu - Hà Nội,2800.0
Hyundai SantaFe,2019.0,835,Hà Nội,Ban xe oto cu Hyundai SantaFe 2019 Premium 2.2L HTRAC gia 835 Triệu - Hà Nội,86000.0
Hyundai SantaFe,2021.0,799,TP HCM,Ban xe oto cu Hyundai SantaFe 2021 Tiêu chuẩn 2.2L gia 799 Triệu - TP HCM,74000.0
Kia Carnival,2026.0,1474,TP HCM,Ban xe oto Kia Carnival 2026 Premium 2.2D 7S gia 1 Tỷ 474 Triệu - TP HCM,
Hyundai Accent,2023.0,447,TP HCM,Ban xe oto cu Hyundai Accent 2023 1.4 AT gia 447 Triệu - TP HCM,39200.0
LandRover Range Rover,2021.0,7950,Hà Nội,Ban xe oto cu LandRover Range Rover 2021 SVAutobiography LWB 3.0 I6 gia 7 Tỷ 950 Triệu - Hà Nội,60000.0
Hyundai SantaFe,2022.0,1185,Hà Nội,Ban xe oto cu Hyundai SantaFe 2022 Cao cấp 2.2L HTRAC gia 1 Tỷ 185 Triệu - Hà Nội,30000.0
Hyundai Tucson,2018.0,615,Hà Nội,Ban xe oto cu Hyundai Tucson 2018 2.0 AT CRDi gia 615 Triệu - Hà Nội,60000.0
Hyundai SantaFe,2019.0,768,TP HCM,Ban xe oto cu Hyundai SantaFe 2019 Premium 2.4L HTRAC gia 768 Triệu - TP HCM,44000.0
Mercedes Benz C class,2016.0,650,TP HCM,Ban xe oto cu Mercedes Benz C class 2016 C300 AMG gia 650 Triệu - TP HCM,
BMW 3 Series,2023.0,1368,TP HCM,Ban xe oto cu BMW 3 Series 2023 320i Sport Line gia 1 Tỷ 368 Triệu - TP HCM,39000.0
Toyota Corolla,2008.0,250,Hà Nội,Ban xe oto cu Toyota Corolla 2008 XLi 1.6 AT gia 250 Triệu - Hà Nội,160000.0
VinFast VF8,2023.0,805,Phú Thọ,Ban xe oto cu VinFast VF8 2023 Plus AWD gia 805 Triệu - Phú Thọ,72000.0
VinFast VF3,2025.0,239,Vĩnh Phúc,Ban xe oto cu VinFast VF3 2025 Plus gia 239 Triệu - Vĩnh Phúc,0.0
Lexus LX,2025.0,8580,Hà Nội,Ban xe oto Lexus LX 2025 600 Urban gia 8 Tỷ 580 Triệu - Hà Nội,
Lexus NX,2017.0,1260,Hà Nội,Ban xe oto cu Lexus NX 2017 200t gia 1 Tỷ 260 Triệu - Hà Nội,66000.0
VinFast VF3,2026.0,260,Hà Nội,Ban xe oto VinFast VF3 2026 Plus gia 260 Triệu - Hà Nội,
Toyota Land Cruiser,2025.0,5550,Hà Nội,Ban xe oto cu Toyota Land Cruiser 2025 3.5 V6 gia 5 Tỷ 550 Triệu - Hà Nội,10000.0
Mercedes Benz C class,2013.0,318,Hà Nội,Ban xe oto cu Mercedes Benz C class 2013 C200 gia 318 Triệu - Hà Nội,0.0
Lexus RX,2023.0,3090,Hà Nội,Ban xe oto cu Lexus RX 2023 350 Premium gia 3 Tỷ 90 Triệu - Hà Nội,24000.0
Honda HRV,2026.0,634,Hà Nội,Ban xe oto Honda HRV 2026 G gia 634 Triệu - Hà Nội,
Hyundai SantaFe,2022.0,1100,Đăk Lăk,Ban xe oto cu Hyundai SantaFe 2022 Cao cấp 2.2L HTRAC gia 1 Tỷ 100 Triệu - Đăk Lăk,41000.0
Cadillac Escalade,2014.0,2699,Hà Nội,Ban xe oto cu Cadillac Escalade 2014 ESV Premium gia 2 Tỷ 699 Triệu - Hà Nội,62000.0
Ford Territory,2026.0,815,Hà Nội,Ban xe oto Ford Territory 2026 Titanium X 1.5 AT gia 815 Triệu - Hà Nội,
Mazda 3,2023.0,548,Hà Nội,Ban xe oto cu Mazda 3 2023 1.5L Luxury gia 548 Triệu - Hà Nội,38000.0
Hyundai SantaFe,2021.0,899,Hà Nội,Ban xe oto cu Hyundai SantaFe 2021 Cao cấp 2.2L HTRAC gia 899 Triệu - Hà Nội,60000.0
VinFast Lux A 2.0,2022.0,555,Hà Nội,Ban xe oto cu VinFast Lux A 2.0 2022 Tiêu chuẩn gia 555 Triệu - Hà Nội,50000.0
Mitsubishi Triton,2022.0,535,Hà Nội,Ban xe oto cu Mitsubishi Triton 2022 4x2 AT Mivec gia 535 Triệu - Hà Nội,70000.0
Mercedes Benz S class,2015.0,1279,Hà Nội,Ban xe oto cu Mercedes Benz S class 2015 S500L gia 1 Tỷ 279 Triệu - Hà Nội,68000.0
Mercedes Benz S class,2022.0,3550,Hà Nội,Ban xe oto cu Mercedes Benz S class 2022 S450 4Matic gia 3 Tỷ 550 Triệu - Hà Nội,
Kia Sonet,2025.0,615,Hà Nội,Ban xe oto cu Kia Sonet 2025 Premium 1.5 AT gia 615 Triệu - Hà Nội,9000.0
Bentley Mulsanne,2014.0,5900,Hà Nội,Ban xe oto cu Bentley Mulsanne 2014 Speed gia 5 Tỷ 900 Triệu - Hà Nội,
Hyundai SantaFe,2026.0,933,Hà Nội,Ban xe oto Hyundai SantaFe 2026 Exclusive 2.5L gia 933 Triệu - Hà Nội,
Bentley Continental,2009.0,2180,Hà Nội,Ban xe oto cu Bentley Continental 2009 GT gia 2 Tỷ 180 Triệu - Hà Nội,
Porsche 911,2022.0,7999,TP HCM,Ban xe oto cu Porsche 911 2022 Carrera S gia 7 Tỷ 999 Triệu - TP HCM,2000.0
Volvo XC40,2023.0,1350,Hà Nội,Ban xe oto cu Volvo XC40 2023 Ultimate B5 AWD gia 1 Tỷ 350 Triệu - Hà Nội,18000.0
VinFast VF8,2023.0,530,Hà Nội,Ban xe oto cu VinFast VF8 2023 Eco AWD gia 530 Triệu - Hà Nội,45000.0
Kia Forte,2013.0,198,Hà Nội,Ban xe oto cu Kia Forte 2013 EX 1.6 MT gia 198 Triệu - Hà Nội,170000.0
Toyota Innova,2019.0,350,Hà Nội,Ban xe oto cu Toyota Innova 2019 2.0E gia 350 Triệu - Hà Nội,100000.0
Mitsubishi Pajero Sport,2022.0,870,Hà Nội,Ban xe oto cu Mitsubishi Pajero Sport 2022 2.4D 4x2 AT gia 870 Triệu - Hà Nội,20000.0
Ford Everest,2022.0,1025,TP HCM,Ban xe oto cu Ford Everest 2022 Sport 2.0L 4x2 AT gia 1 Tỷ 25 Triệu - TP HCM,
Suzuki XL7,2021.0,425,Bình Dương,Ban xe oto cu Suzuki XL7 2021 1.5 AT gia 425 Triệu - Bình Dương,86000.0
Mazda CX5,2023.0,765,Hà Nội,Ban xe oto cu Mazda CX5 2023 Premium 2.0 AT gia 765 Triệu - Hà Nội,18000.0
Ford Everest,2024.0,1360,Hà Nội,Ban xe oto cu Ford Everest 2024 Titanium Plus 2.0L 4x4 AT gia 1 Tỷ 360 Triệu - Hà Nội,25000.0
Kia Carnival,2025.0,1279,Hải Phòng,Ban xe oto cu Kia Carnival 2025 Luxury 2.2D gia 1 Tỷ 279 Triệu - Hải Phòng,
Mercedes Benz GLS,2022.0,7188,TP HCM,Ban xe oto cu Mercedes Benz GLS 2022 480 4Matic Maybach gia 7 Tỷ 188 Triệu - TP HCM,3000.0
Mercedes Benz C class,2015.0,515,Hà Nội,Ban xe oto cu Mercedes Benz C class 2015 C250 Exclusive gia 515 Triệu - Hà Nội,125000.0
Bentley Flying Spur,2021.0,12900,Hà Nội,Ban xe oto cu Bentley Flying Spur 2021 First Edition W12 gia 12 Tỷ 900 Triệu - Hà Nội,9999.0
Mercedes Benz E class,2015.0,1350,Hà Nội,Ban xe oto cu Mercedes Benz E class 2015 E400 AMG Cabriolet gia 1 Tỷ 350 Triệu - Hà Nội,
Lexus ES,2015.0,1050,Hà Nội,Ban xe oto cu Lexus ES 2015 250 gia 1 Tỷ 50 Triệu - Hà Nội,
BMW 3 Series,2016.0,590,Hà Nội,Ban xe oto cu BMW 3 Series 2016 320i gia 590 Triệu - Hà Nội,104000.0
Mazda CX3,2021.0,519,Hà Nội,Ban xe oto cu Mazda CX3 2021 Premium 1.5 AT gia 519 Triệu - Hà Nội,40000.0
Kia Sorento,2022.0,998,Hà Nội,Ban xe oto cu Kia Sorento 2022 Signature 2.2 AT AWD gia 998 Triệu - Hà Nội,48000.0
Hyundai SantaFe,2022.0,1139,Long An,Ban xe oto cu Hyundai SantaFe 2022 Cao cấp 2.2L HTRAC gia 1 Tỷ 139 Triệu - Long An,50000.0
Kia Carnival,2025.0,1620,Hà Nội,Ban xe oto cu Kia Carnival 2025 Signature 2.2D gia 1 Tỷ 620 Triệu - Hà Nội,15000.0
VinFast Limo Green,2026.0,659,Hà Nội,Ban xe oto VinFast Limo Green 2026 AT gia 659 Triệu - Hà Nội,
Mercedes Benz C class,2025.0,1479,TP HCM,Ban xe oto cu Mercedes Benz C class 2025 C200 Avantgarde gia 1 Tỷ 479 Triệu - TP HCM,668.0
Audi A6,2014.0,468,TP HCM,Ban xe oto cu Audi A6 2014 2.0 TFSI gia 468 Triệu - TP HCM,92000.0
Kia Carnival,2025.0,1588,Hà Nội,Ban xe oto cu Kia Carnival 2025 Signature 2.2D gia 1 Tỷ 588 Triệu - Hà Nội,10000.0
Toyota Corolla Cross,2022.0,705,Hà Nội,Ban xe oto cu Toyota Corolla Cross 2022 1.8V gia 705 Triệu - Hà Nội,18000.0
Hyundai Creta,2022.0,565,Hà Nội,Ban xe oto cu Hyundai Creta 2022 Đặc biệt 1.5 AT gia 565 Triệu - Hà Nội,42000.0
Lexus RX,2026.0,3350,Hà Nội,Ban xe oto Lexus RX 2026 350h Premium gia 3 Tỷ 350 Triệu - Hà Nội,
Toyota Yaris,2019.0,468,Hà Nội,Ban xe oto cu Toyota Yaris 2019 1.5G gia 468 Triệu - Hà Nội,42000.0
Mercedes Benz CLA class,2015.0,430,Hà Nội,Ban xe oto cu Mercedes Benz CLA class 2015 CLA 250 4Matic gia 430 Triệu - Hà Nội,77000.0
BMW X3,2019.0,1060,Hà Nội,Ban xe oto cu BMW X3 2019 xDrive30i M Sport gia 1 Tỷ 60 Triệu - Hà Nội,
Mitsubishi Outlander,2018.0,505,Hà Nội,Ban xe oto cu Mitsubishi Outlander 2018 2.0 CVT gia 505 Triệu - Hà Nội,110000.0
Toyota Yaris Cross,2026.0,736,Khánh Hòa,Ban xe oto Toyota Yaris Cross 2026 HEV 1.5 CVT gia 736 Triệu - Khánh Hòa,
Lexus GX,2017.0,2799,Hà Nội,Ban xe oto cu Lexus GX 2017 460 gia 2 Tỷ 799 Triệu - Hà Nội,100000.0
Mitsubishi Xforce,2026.0,630,Hà Nội,Ban xe oto Mitsubishi Xforce 2026 Ultimate gia 630 Triệu - Hà Nội,
Ford Everest,2026.0,1212,Hà Nội,Ban xe oto Ford Everest 2026 Titanium 2.0L 4x2 AT gia 1 Tỷ 212 Triệu - Hà Nội,
Toyota Innova,2026.0,960,TP HCM,Ban xe oto Toyota Innova 2026 Cross HEV 2.0 CVT gia 960 Triệu - TP HCM,
VinFast VF8,2022.0,660,Hà Nội,Ban xe oto cu VinFast VF8 2022 Plus AWD gia 660 Triệu - Hà Nội,40000.0
Mercedes Benz GLC,2019.0,920,Hà Nội,Ban xe oto cu Mercedes Benz GLC 2019 200 gia 920 Triệu - Hà Nội,67000.0
Hyundai Stargazer,2025.0,452,TP HCM,Ban xe oto Hyundai Stargazer 2025 Tiêu chuẩn 1.5 AT gia 452 Triệu - TP HCM,
Lexus RX,2019.0,2390,Hà Nội,Ban xe oto cu Lexus RX 2019 300 gia 2 Tỷ 390 Triệu - Hà Nội,66000.0
Chevrolet Aveo,2015.0,190,Hà Nội,Ban xe oto cu Chevrolet Aveo 2015 LTZ 1.5 AT gia 190 Triệu - Hà Nội,
LandRover Range Rover,2014.0,1950,Hà Nội,Ban xe oto cu LandRover Range Rover 2014 HSE 3.0 gia 1 Tỷ 950 Triệu - Hà Nội,110000.0
Honda CRV,2019.0,755,Hà Nội,Ban xe oto cu Honda CRV 2019 L gia 755 Triệu - Hà Nội,60000.0
Mercedes Benz C class,2017.0,735,Hà Nội,Ban xe oto cu Mercedes Benz C class 2017 C300 AMG gia 735 Triệu - Hà Nội,150000.0
Mercedes Benz S class,2026.0,3999,Hà Nội,Ban xe oto Mercedes Benz S class 2026 S450 4Matic gia 3 Tỷ 999 Triệu - Hà Nội,
BMW 4 Series,2025.0,3399,Hà Nội,Ban xe oto BMW 4 Series 2025 430i Convertible M Sport gia 3 Tỷ 399 Triệu - Hà Nội,30000.0
Mazda CX8,2026.0,988,TP HCM,Ban xe oto Mazda CX8 2026 Premium 2.5 AT gia 988 Triệu - TP HCM,
Mercedes Benz S class,2015.0,1150,Hà Nội,Ban xe oto cu Mercedes Benz S class 2015 S400L gia 1 Tỷ 150 Triệu - Hà Nội,60000.0
Omoda C5,2026.0,669,Hà Nội,Ban xe oto Omoda C5 2026 SHS-H Flagship gia 669 Triệu - Hà Nội,
Lexus LX,2008.0,1750,Hà Nội,Ban xe oto cu Lexus LX 2008 570 gia 1 Tỷ 750 Triệu - Hà Nội,250000.0
Nissan Terra,2018.0,590,Hà Nội,Ban xe oto cu Nissan Terra 2018 E 2.5 AT 2WD gia 590 Triệu - Hà Nội,60000.0
Lexus LX,2021.0,7680,Hà Nội,Ban xe oto cu Lexus LX 2021 570 gia 7 Tỷ 680 Triệu - Hà Nội,100000.0
Isuzu MU-X,2025.0,1160,Hà Nội,Ban xe oto Isuzu MU-X 2025 Premium 1.9 4X4 AT gia 1 Tỷ 160 Triệu - Hà Nội,
Kia Morning,2019.0,279,Hà Nội,Ban xe oto cu Kia Morning 2019 Deluxe gia 279 Triệu - Hà Nội,35000.0
Ford Everest,2026.0,1160,Hà Nội,Ban xe oto Ford Everest 2026 Titanium 2.0L 4x2 AT gia 1 Tỷ 160 Triệu - Hà Nội,
VinFast VF7,2026.0,750,TP HCM,Ban xe oto VinFast VF7 2026 Eco gia 750 Triệu - TP HCM,
Hyundai Venue,2026.0,482,Hà Nội,Ban xe oto Hyundai Venue 2026 1.0 T-GDi gia 482 Triệu - Hà Nội,
Lexus LX,2020.0,7590,Hà Nội,Ban xe oto cu Lexus LX 2020 570 Super Sport gia 7 Tỷ 590 Triệu - Hà Nội,94000.0
VinFast VF3,2025.0,246,Phú Thọ,Ban xe oto cu VinFast VF3 2025 Plus gia 246 Triệu - Phú Thọ,17000.0
VinFast VF3,2025.0,250,Vĩnh Phúc,Ban xe oto cu VinFast VF3 2025 Plus gia 250 Triệu - Vĩnh Phúc,17000.0
Honda BR V,2023.0,530,Gia Lai,Ban xe oto cu Honda BR V 2023 G gia 530 Triệu - Gia Lai,78000.0
VinFast VF3,2025.0,250,Vĩnh Phúc,Ban xe oto cu VinFast VF3 2025 Plus gia 250 Triệu - Vĩnh Phúc,19000.0
Lexus GX,2008.0,700,Hà Nội,Ban xe oto cu Lexus GX 2008 470 gia 700 Triệu - Hà Nội,100000.0
Ford Everest,2019.0,770,Hà Nội,Ban xe oto cu Ford Everest 2019 Titanium 2.0L 4x2 AT gia 770 Triệu - Hà Nội,100000.0
VinFast VF8,2023.0,690,Hà Nội,Ban xe oto cu VinFast VF8 2023 Plus AWD gia 690 Triệu - Hà Nội,53000.0
Ford Everest,2025.0,1639,Hà Nội,Ban xe oto cu Ford Everest 2025 Platinum 2.0L 4x4 AT gia 1 Tỷ 639 Triệu - Hà Nội,6900.0
VinFast VF8,2026.0,890,Hà Nội,Ban xe oto VinFast VF8 2026 Eco gia 890 Triệu - Hà Nội,
Ford Ranger,2019.0,460,Hà Nội,Ban xe oto cu Ford Ranger 2019 XLS 2.2L 4x2 AT gia 460 Triệu - Hà Nội,110000.0
Hyundai Tucson,2024.0,895,Hà Nội,Ban xe oto cu Hyundai Tucson 2024 2.0 AT CRDi Đặc biệt gia 895 Triệu - Hà Nội,11000.0
Toyota Sienna,2016.0,1530,TP HCM,Ban xe oto cu Toyota Sienna 2016 Limited 3.5 gia 1 Tỷ 530 Triệu - TP HCM,76000.0
BMW 5 Series,2015.0,639,Hà Nội,Ban xe oto cu BMW 5 Series 2015 520i gia 639 Triệu - Hà Nội,110000.0
Hyundai Tucson,2024.0,920,Hà Nội,Ban xe oto cu Hyundai Tucson 2024 2.0 AT CRDi Đặc biệt gia 920 Triệu - Hà Nội,30000.0
Toyota Veloz,2024.0,590,Hà Nội,Ban xe oto cu Toyota Veloz 2024 Cross Top 1.5 CVT gia 590 Triệu - Hà Nội,10000.0
Ford Everest,2022.0,1235,Hà Nội,Ban xe oto cu Ford Everest 2022 Titanium Plus 2.0L 4x4 AT gia 1 Tỷ 235 Triệu - Hà Nội,68428.0
VinFast Lux A 2.0,2022.0,678,Hà Nội,Ban xe oto cu VinFast Lux A 2.0 2022 Cao cấp gia 678 Triệu - Hà Nội,40000.0
Toyota Camry,2016.0,560,Hà Nội,Ban xe oto cu Toyota Camry 2016 2.5G gia 560 Triệu - Hà Nội,92000.0
Mercedes Benz C class,2016.0,639,Hà Nội,Ban xe oto cu Mercedes Benz C class 2016 C250 Exclusive gia 639 Triệu - Hà Nội,40000.0
Peugeot 3008,2022.0,790,Đà Nẵng,Ban xe oto cu Peugeot 3008 2022 GT gia 790 Triệu - Đà Nẵng,36000.0
Mercedes Benz E class,2021.0,1120,Hà Nội,Ban xe oto cu Mercedes Benz E class 2021 E180 gia 1 Tỷ 120 Triệu - Hà Nội,50000.0
VinFast Limo Green,2025.0,719,Hà Nội,Ban xe oto VinFast Limo Green 2025 AT gia 719 Triệu - Hà Nội,
Kia Sedona,2017.0,615,Hà Nội,Ban xe oto cu Kia Sedona 2017 2.2L DATH gia 615 Triệu - Hà Nội,95000.0
Acura MDX,2014.0,1120,TP HCM,Ban xe oto cu Acura MDX 2014 3.5L gia 1 Tỷ 120 Triệu - TP HCM,116000.0
Hyundai SantaFe,2023.0,935,Hà Nội,Ban xe oto cu Hyundai SantaFe 2023 Tiêu chuẩn 2.5L gia 935 Triệu - Hà Nội,69000.0
VinFast VF8,2023.0,530,Hà Nội,Ban xe oto cu VinFast VF8 2023 Eco AWD gia 530 Triệu - Hà Nội,42000.0
LandRover Defender,2022.0,3790,Hà Nội,Ban xe oto cu LandRover Defender 2022 90 P300 2.0 AT gia 3 Tỷ 790 Triệu - Hà Nội,44000.0
Toyota Fortuner,2017.0,645,TP HCM,Ban xe oto cu Toyota Fortuner 2017 2.7V 4x2 AT gia 645 Triệu - TP HCM,86000.0
Mercedes Benz C class,2019.0,768,Hà Nội,Ban xe oto cu Mercedes Benz C class 2019 C200 gia 768 Triệu - Hà Nội,
Mercedes Benz C class,2018.0,835,Hà Nội,Ban xe oto cu Mercedes Benz C class 2018 C200 Exclusive gia 835 Triệu - Hà Nội,93000.0
VinFast VF3,2025.0,246,Phú Thọ,Ban xe oto cu VinFast VF3 2025 Plus gia 246 Triệu - Phú Thọ,18000.0
VinFast VF3,2025.0,250,Vĩnh Phúc,Ban xe oto cu VinFast VF3 2025 Plus gia 250 Triệu - Vĩnh Phúc,18000.0
Toyota Camry,2017.0,625,Hà Nội,Ban xe oto cu Toyota Camry 2017 2.5Q gia 625 Triệu - Hà Nội,88000.0
Mercedes Benz C class,2017.0,650,Hà Nội,Ban xe oto cu Mercedes Benz C class 2017 C200 gia 650 Triệu - Hà Nội,91000.0
Lexus RX,2026.0,3350,Hà Nội,Ban xe oto Lexus RX 2026 350h Premium gia 3 Tỷ 350 Triệu - Hà Nội,
Lexus RX,2026.0,3350,Hà Nội,Ban xe oto Lexus RX 2026 350h Premium gia 3 Tỷ 350 Triệu - Hà Nội,
Lexus LM,2026.0,8950,Hà Nội,Ban xe oto Lexus LM 2026 500h gia 8 Tỷ 950 Triệu - Hà Nội,
Lexus LX,2026.0,9700,Hà Nội,Ban xe oto Lexus LX 2026 600 Vip gia 9 Tỷ 700 Triệu - Hà Nội,
Lexus LX,2026.0,9700,Hà Nội,Ban xe oto Lexus LX 2026 600 Vip gia 9 Tỷ 700 Triệu - Hà Nội,
Hyundai Tucson,2021.0,710,Hà Nội,Ban xe oto cu Hyundai Tucson 2021 2.0 AT Đặc biệt gia 710 Triệu - Hà Nội,60000.0
BMW i8,2015.0,2280,Hà Nội,Ban xe oto cu BMW i8 2015 1.5L Hybrid gia 2 Tỷ 280 Triệu - Hà Nội,46000.0
Hyundai i10,2022.0,375,Hải Phòng,Ban xe oto cu Hyundai i10 2022 1.2 AT gia 375 Triệu - Hải Phòng,30000.0
Ford Everest,2021.0,975,TP HCM,Ban xe oto cu Ford Everest 2021 Titanium 2.0L 4x4 AT gia 975 Triệu - TP HCM,20000.0
Mercedes Benz C class,2017.0,639,Hà Nội,Ban xe oto cu Mercedes Benz C class 2017 C200 gia 639 Triệu - Hà Nội,80000.0
VinFast VF8,2023.0,579,Hà Nội,Ban xe oto cu VinFast VF8 2023 Eco AWD gia 579 Triệu - Hà Nội,52960.0
Ford Ranger,2025.0,1039,TP HCM,Ban xe oto Ford Ranger 2025 Stormtrak 2.0L 4x4 AT gia 1 Tỷ 39 Triệu - TP HCM,
Mitsubishi Attrage,2025.0,320,Hà Nội,Ban xe oto Mitsubishi Attrage 2025 1.2 MT gia 320 Triệu - Hà Nội,
Volkswagen Viloran,2025.0,2288,Hà Nội,Ban xe oto Volkswagen Viloran 2025 Luxury gia 2 Tỷ 288 Triệu - Hà Nội,
Toyota Land Cruiser,2026.0,4580,Hà Nội,Ban xe oto Toyota Land Cruiser 2026 3.5 V6 gia 4 Tỷ 580 Triệu - Hà Nội,
Cadillac Escalade,2014.0,2550,TP HCM,Ban xe oto cu Cadillac Escalade 2014 ESV Premium gia 2 Tỷ 550 Triệu - TP HCM,63000.0
Volkswagen Teramont X,2025.0,2168,TP HCM,Ban xe oto Volkswagen Teramont X 2025 Platinum 2.0 AT gia 2 Tỷ 168 Triệu - TP HCM,
Toyota Innova,2022.0,700,TP HCM,Ban xe oto cu Toyota Innova 2022 G 2.0 AT gia 700 Triệu - TP HCM,47606.0
Mazda CX5,2016.0,429,Bình Dương,Ban xe oto cu Mazda CX5 2016 2.0 AT gia 429 Triệu - Bình Dương,79000.0
Hyundai Creta,2026.0,634,Cần Thơ,Ban xe oto Hyundai Creta 2026 Đặc biệt 1.5 AT gia 634 Triệu - Cần Thơ,
VinFast VF5,2026.0,430,Hà Nội,Ban xe oto VinFast VF5 2026 Plus gia 430 Triệu - Hà Nội,
Ford Ranger,2025.0,979,Hà Nội,Ban xe oto Ford Ranger 2025 Stormtrak 2.0L 4x4 AT gia 979 Triệu - Hà Nội,
Honda CRV,2021.0,855,Hà Nội,Ban xe oto cu Honda CRV 2021 LSE gia 855 Triệu - Hà Nội,62000.0
Lexus RX,2023.0,3150,TP HCM,Ban xe oto cu Lexus RX 2023 350 Premium gia 3 Tỷ 150 Triệu - TP HCM,14000.0
Toyota Sienna,2021.0,3780,TP HCM,Ban xe oto cu Toyota Sienna 2021 Platinum 2.5 AT AWD gia 3 Tỷ 780 Triệu - TP HCM,39000.0
Kia K3,2024.0,619,TP HCM,Ban xe oto cu Kia K3 2024 Premium 2.0 AT gia 619 Triệu - TP HCM,20500.0
Toyota Yaris Cross,2026.0,615,Hải Phòng,Ban xe oto Toyota Yaris Cross 2026 1.5 D-CVT gia 615 Triệu - Hải Phòng,
Kia Carnival,2026.0,1699,Hà Nội,Ban xe oto Kia Carnival 2026 Signature 1.6 Turbo HEV 7S gia 1 Tỷ 699 Triệu - Hà Nội,
Ford Territory,2024.0,755,TP HCM,Ban xe oto cu Ford Territory 2024 Titanium 1.5 AT gia 755 Triệu - TP HCM,10000.0
VinFast VF6,2026.0,640,Hà Nội,Ban xe oto VinFast VF6 2026 Plus gia 640 Triệu - Hà Nội,
Porsche Macan,2024.0,3438,TP HCM,Ban xe oto cu Porsche Macan 2024 2.0 gia 3 Tỷ 438 Triệu - TP HCM,5000.0
Mazda CX8,2020.0,770,Hà Nội,Ban xe oto cu Mazda CX8 2020 Premium AWD gia 770 Triệu - Hà Nội,73000.0
Porsche Cayenne,2023.0,5598,TP HCM,Ban xe oto cu Porsche Cayenne 2023 3.0 V6 gia 5 Tỷ 598 Triệu - TP HCM,4567.0
VinFast VF6,2026.0,680,Hà Nội,Ban xe oto VinFast VF6 2026 Plus gia 680 Triệu - Hà Nội,
BMW 3 Series,2024.0,1698,Hà Nội,Ban xe oto cu BMW 3 Series 2024 330i M Sport gia 1 Tỷ 698 Triệu - Hà Nội,20000.0
Peugeot 3008,2022.0,730,Hà Nội,Ban xe oto cu Peugeot 3008 2022 AL gia 730 Triệu - Hà Nội,
Toyota Vios,2026.0,515,TP HCM,Ban xe oto Toyota Vios 2026 G 1.5 CVT gia 515 Triệu - TP HCM,
Kia Carnival,2023.0,1235,TP HCM,Ban xe oto cu Kia Carnival 2023 Signature 2.2D gia 1 Tỷ 235 Triệu - TP HCM,60000.0
Hyundai Kona,2018.0,435,Hà Nội,Ban xe oto cu Hyundai Kona 2018 Đặc Biệt 2.0 AT gia 435 Triệu - Hà Nội,80000.0
Mercedes Benz GLS,2025.0,5689,Khánh Hòa,Ban xe oto Mercedes Benz GLS 2025 450 4Matic gia 5 Tỷ 689 Triệu - Khánh Hòa,
Mercedes Benz GLS,2026.0,5439,TP HCM,Ban xe oto Mercedes Benz GLS 2026 450 4Matic gia 5 Tỷ 439 Triệu - TP HCM,
Lexus RX,2026.0,4140,Hà Nội,Ban xe oto Lexus RX 2026 350h Luxury gia 4 Tỷ 140 Triệu - Hà Nội,
VinFast VF3,2025.0,246,Phú Thọ,Ban xe oto cu VinFast VF3 2025 Plus gia 246 Triệu - Phú Thọ,19000.0
VinFast VF8,2023.0,470,Hà Nội,Ban xe oto cu VinFast VF8 2023 Eco AWD gia 470 Triệu - Hà Nội,50000.0
MG 5,2024.0,305,Hà Nội,Ban xe oto cu MG 5 2024 1.5 MT gia 305 Triệu - Hà Nội,30000.0
Lexus RX,2022.0,2980,Hà Nội,Ban xe oto cu Lexus RX 2022 350 Premium gia 2 Tỷ 980 Triệu - Hà Nội,40000.0
Citroen DS3,2011.0,290,Bình Dương,Ban xe oto cu Citroen DS3 2011 1.6 AT gia 290 Triệu - Bình Dương,110000.0
Ford Ranger,2021.0,518,Hà Nội,Ban xe oto cu Ford Ranger 2021 XLS 2.2L 4x2 AT gia 518 Triệu - Hà Nội,110000.0
Toyota Prado,2026.0,3480,Hà Nội,Ban xe oto Toyota Prado 2026 LC250 2.4L gia 3 Tỷ 480 Triệu - Hà Nội,
VinFast VF7,2026.0,800,Hà Nội,Ban xe oto VinFast VF7 2026 Plus AWD gia 800 Triệu - Hà Nội,
Lexus LX,2020.0,7590,Hà Nội,Ban xe oto cu Lexus LX 2020 570 Super Sport gia 7 Tỷ 590 Triệu - Hà Nội,94000.0
VinFast VF MPV 7,2026.0,735,Hà Nội,Ban xe oto VinFast VF MPV 7 2026 AT gia 735 Triệu - Hà Nội,
Hyundai SantaFe,2024.0,1160,Hà Nội,Ban xe oto cu Hyundai SantaFe 2024 Cao cấp 2.5L HTRAC gia 1 Tỷ 160 Triệu - Hà Nội,23000.0
Mazda 3,2020.0,515,Hà Nội,Ban xe oto cu Mazda 3 2020 1.5L Luxury gia 515 Triệu - Hà Nội,20000.0
